,id,first_name,last_name,State,Product,nrx1,nrx2,nrx3,nrx4,nrx5,nrx6,trx1,trx2,trx3,trx4,trx5,trx6,nrx_slope,nrx_intercept,nrx_mean,trx_slope,trx_intercept,trx_mean
337,338,Nadean,Northedge,California,Cholecap,11,15,5,9,3,7,65,198,163,170,53,195,-1.485714286,13.53333333,8.333333333,6.342857143,118.4666667,140.6666667
338,339,My,Gladwish,New York,Cholecap,3,11,3,1,15,9,55,186,136,49,154,15,1.142857143,3,7,-10.94285714,137.4666667,99.16666667
339,340,Betty,Twizell,Mississippi,Cholecap,9,5,13,16,13,10,98,80,111,106,24,19,0.914285714,7.8,11,-16.22857143,129.8,73
340,341,Lawrence,Sparey,Louisiana,Cholecap,12,3,11,9,19,2,130,71,119,97,90,23,-0.114285714,9.733333333,9.333333333,-14.28571429,138.3333333,88.33333333
341,342,Tina,Legendre,Indiana,Cholecap,14,14,11,20,19,6,57,97,100,41,87,151,-0.457142857,15.6,14,10.88571429,50.73333333,88.83333333
342,343,Atlanta,Chiverstone,Ohio,Cholecap,9,7,10,3,12,1,11,94,167,48,157,134,-0.914285714,10.2,7,19.57142857,33.33333333,101.8333333
343,344,Arleen,Spada,Florida,Cholecap,13,0,10,2,10,1,110,74,21,136,131,30,-1.085714286,9.8,6,-3.257142857,95.06666667,83.66666667
344,345,Licha,McGarrell,South Carolina,Cholecap,7,9,0,14,7,17,125,175,131,43,130,102,1.657142857,3.2,9,-9.657142857,151.4666667,117.6666667
345,346,Muffin,Aubin,New York,Cholecap,15,11,10,1,4,5,197,71,188,80,158,142,-2.285714286,15.66666667,7.666666667,-3.485714286,151.5333333,139.3333333
346,347,Tabina,Caudrelier,Virginia,Cholecap,19,3,17,8,10,11,83,166,36,73,88,29,-0.8,14.13333333,11.33333333,-13.34285714,125.8666667,79.16666667
347,348,Lolita,Brevetor,Georgia,Cholecap,17,12,7,10,2,19,173,71,158,44,23,165,-0.485714286,12.86666667,11.16666667,-8.514285714,135.4666667,105.6666667
348,349,Jenn,Fysh,Utah,Cholecap,6,19,12,15,1,12,28,19,178,194,169,75,-0.6,12.93333333,10.83333333,20.02857143,40.4,110.5
349,350,Amaleta,Macquire,Illinois,Cholecap,2,14,0,8,14,1,200,69,21,112,126,41,0.085714286,6.2,6.5,-15.22857143,148.1333333,94.83333333
350,351,Henka,Roches,Minnesota,Zap-a-Pain,8,2,19,4,4,4,185,30,168,62,29,63,-0.828571429,9.733333333,6.833333333,-20.54285714,161.4,89.5
351,352,Wyn,Biaggiotti,Maryland,Zap-a-Pain,15,20,20,8,16,2,192,158,75,80,30,33,-2.542857143,22.4,13.5,-33.54285714,212.0666667,94.66666667
352,353,Dewey,Helder,Florida,Zap-a-Pain,13,8,3,0,1,4,173,114,5,39,27,21,-1.971428571,11.73333333,4.833333333,-28.2,161.8666667,63.16666667
353,354,Dorris,Brafield,Louisiana,Zap-a-Pain,0,16,3,17,5,14,184,31,21,122,161,32,1.457142857,4.066666667,9.166666667,-7.685714286,118.7333333,91.83333333
354,355,Doris,Fullilove,Delaware,Zap-a-Pain,6,19,8,19,10,7,85,89,135,93,80,69,-0.314285714,12.6,11.5,-4.257142857,106.7333333,91.83333333
355,356,Ingrid,Messer,Texas,Zap-a-Pain,19,12,1,9,9,7,90,126,176,39,50,198,-1.742857143,15.6,9.5,5,95.66666667,113.1666667
356,357,Alano,Adams,Florida,Zap-a-Pain,13,0,19,15,6,13,51,66,91,22,128,181,0.4,9.6,11,21.91428571,13.13333333,89.83333333
357,358,Barb,Huriche,Louisiana,Zap-a-Pain,6,12,4,6,18,20,192,26,158,87,23,118,2.571428571,2,11,-12.85714286,145.6666667,100.6666667
358,359,Prissie,Benham,New York,Zap-a-Pain,12,5,11,0,12,6,113,115,58,23,19,52,-0.571428571,9.666666667,7.666666667,-17.94285714,126.1333333,63.33333333
359,360,Aubrey,Lyddiard,Texas,Zap-a-Pain,2,19,14,11,2,16,92,108,172,20,89,129,0.457142857,9.066666667,10.66666667,-0.685714286,104.0666667,101.6666667
360,361,Levy,Inkpin,Florida,Zap-a-Pain,11,16,0,18,12,4,75,179,83,146,39,144,-0.828571429,13.06666667,10.16666667,-0.342857143,112.2,111
361,362,Xavier,Pascoe,Illinois,Zap-a-Pain,9,17,16,1,3,8,12,161,144,199,197,30,-1.771428571,15.2,9,7.228571429,98.53333333,123.8333333
362,363,Jamesy,Soares,Illinois,Zap-a-Pain,2,19,6,8,9,12,4,35,111,118,138,171,0.628571429,7.133333333,9.333333333,32.88571429,-18.93333333,96.16666667
363,364,Zorah,Axleby,Tennessee,Zap-a-Pain,13,14,5,19,3,7,134,46,60,23,162,59,-1.4,15.06666667,10.16666667,-1.828571429,87.06666667,80.66666667
364,365,Nobie,Le Port,Florida,Zap-a-Pain,5,17,9,10,19,16,97,19,155,109,164,33,1.771428571,6.466666667,12.66666667,1.971428571,89.26666667,96.16666667
365,366,Maxim,Windless,California,Zap-a-Pain,20,11,19,3,6,9,21,104,34,55,60,65,-2.457142857,19.93333333,11.33333333,3.114285714,45.6,56.5
366,367,Bren,Frood,Missouri,Zap-a-Pain,15,13,10,18,2,11,79,125,86,19,186,92,-1.285714286,16,11.5,5.171428571,79.73333333,97.83333333
367,368,Brendon,Richards,Nebraska,Zap-a-Pain,8,2,13,19,11,11,154,2,24,169,56,67,1.371428571,5.866666667,10.66666667,-3.657142857,91.46666667,78.66666667
368,369,Kelcey,Lonie,Texas,Zap-a-Pain,7,19,10,19,8,8,189,70,180,139,16,127,-0.542857143,13.73333333,11.83333333,-14.65714286,171.4666667,120.1666667
369,370,Mack,Pavkovic,Oregon,Zap-a-Pain,4,6,0,19,8,17,118,39,191,127,59,18,2.571428571,-7.25E-16,9,-14.4,142.4,92
370,371,Whitman,Duiged,California,Zap-a-Pain,9,4,10,9,8,10,27,58,130,192,145,186,0.457142857,6.733333333,8.333333333,31.94285714,11.2,123
371,372,Dorian,Reeme,Indiana,Zap-a-Pain,6,3,2,15,6,2,186,168,29,180,56,56,0.057142857,5.466666667,5.666666667,-23.85714286,196,112.5
372,373,Nicoli,Briffett,Colorado,Zap-a-Pain,13,6,3,4,3,15,183,152,130,6,117,69,0.057142857,7.133333333,7.333333333,-22.82857143,189.4,109.5
373,374,Wheeler,Capes,California,Zap-a-Pain,4,6,18,20,4,20,69,158,79,108,199,196,2.171428571,4.4,12,22.48571429,56.13333333,134.8333333
374,375,Lucine,Beaten,New York,Zap-a-Pain,16,5,13,17,20,20,102,77,167,142,61,179,1.971428571,8.266666667,15.16666667,8.914285714,90.13333333,121.3333333
375,376,Dorri,Amys,Utah,Zap-a-Pain,1,6,8,9,18,16,5,17,51,12,162,80,3.2,-1.533333333,9.666666667,22.02857143,-22.6,54.5
376,377,Karil,Antoszczyk,West Virginia,Zap-a-Pain,9,18,0,8,7,10,32,36,113,35,11,78,-0.571428571,10.66666667,8.666666667,2.2,43.13333333,50.83333333
377,378,Arlee,Sowrey,Virginia,Zap-a-Pain,3,4,4,12,6,3,28,193,145,190,18,99,0.4,3.933333333,5.333333333,-3.571428571,124.6666667,112.1666667
378,379,Zaria,Lidgley,Louisiana,Zap-a-Pain,16,15,18,4,8,19,29,192,193,67,178,82,-0.571428571,15.33333333,13.33333333,2.771428571,113.8,123.5
379,380,Shem,Kither,Ohio,Zap-a-Pain,6,11,5,20,19,16,170,97,156,28,184,167,2.542857143,3.933333333,12.83333333,3.371428571,121.8666667,133.6666667
380,381,Molli,Kurth,Texas,Zap-a-Pain,10,3,5,19,17,12,145,51,138,129,27,160,1.885714286,4.4,11,-0.171428571,108.9333333,108.3333333
381,382,Ramsay,Pettendrich,Florida,Zap-a-Pain,12,4,4,10,20,1,198,108,176,36,60,29,-0.028571429,8.6,8.5,-32.25714286,214.0666667,101.1666667
382,383,Noelle,Glazebrook,Colorado,Zap-a-Pain,7,16,4,4,2,5,140,149,62,47,181,33,-1.485714286,11.53333333,6.333333333,-12.97142857,147.4,102
383,384,Kikelia,Whale,Indiana,Zap-a-Pain,6,3,20,19,13,18,92,172,192,83,145,136,2.542857143,4.266666667,13.16666667,0.857142857,133.6666667,136.6666667
384,385,Vince,Fagge,Indiana,Zap-a-Pain,13,7,0,13,2,14,110,200,159,144,19,27,0.085714286,7.866666667,8.166666667,-27.8,207.1333333,109.8333333
385,386,Jolynn,Polhill,New Jersey,Zap-a-Pain,10,10,3,0,1,19,70,72,185,46,130,58,0.428571429,5.666666667,7.166666667,-0.714285714,96,93.5
386,387,Kit,de Guerre,New York,Zap-a-Pain,5,11,6,14,7,15,53,92,64,185,109,156,1.314285714,5.066666667,9.666666667,19.62857143,41.13333333,109.8333333
387,388,Boony,Vann,New York,Zap-a-Pain,19,16,7,8,19,7,164,96,49,26,191,68,-1.428571429,17.66666667,12.66666667,-6.228571429,120.8,99
388,389,Pancho,Devenny,Arkansas,Zap-a-Pain,1,10,16,9,6,19,10,37,156,137,15,30,2.028571429,3.066666667,10.16666667,0.428571429,62.66666667,64.16666667
389,390,Mischa,Hebblewhite,Florida,Zap-a-Pain,0,12,16,4,14,2,58,157,179,191,63,161,0.114285714,7.6,8,7,110.3333333,134.8333333
390,391,Shea,Sarten,District of Columbia,Zap-a-Pain,3,1,6,15,4,4,160,123,156,75,138,168,0.657142857,3.2,5.5,0.114285714,136.2666667,136.6666667
391,392,Sherwin,Pittman,Oklahoma,Zap-a-Pain,17,15,20,3,19,18,50,139,123,32,118,185,-7.45E-16,15.33333333,15.33333333,14.88571429,55.73333333,107.8333333
392,393,Rustin,Kleynermans,Arizona,Zap-a-Pain,17,5,4,15,10,10,139,95,132,51,19,148,-0.257142857,11.06666667,10.16666667,-7.542857143,123.7333333,97.33333333
393,394,Benny,Goodoune,Indiana,Zap-a-Pain,8,14,16,18,20,8,61,21,18,43,101,129,0.571428571,12,14,17.28571429,1.666666667,62.16666667
394,395,Sarah,Wilkowski,New York,Zap-a-Pain,12,13,3,20,8,19,23,120,168,24,56,20,1.057142857,8.8,12.5,-10.02857143,103.6,68.5
395,396,Benjy,Silverson,Texas,Zap-a-Pain,7,7,13,4,16,4,182,74,161,134,196,164,0.085714286,8.2,8.5,7.114285714,126.9333333,151.8333333
396,397,Clarice,Howard,North Carolina,Zap-a-Pain,19,20,12,13,7,18,151,116,37,157,42,198,-1.228571429,19.13333333,14.83333333,3.8,103.5333333,116.8333333
397,398,Adelice,Biagioni,Missouri,Zap-a-Pain,5,3,1,16,20,0,98,39,122,29,153,52,1.171428571,3.4,7.5,0.542857143,80.26666667,82.16666667
398,399,Oralla,Vise,Pennsylvania,Zap-a-Pain,5,17,20,4,11,12,28,97,128,111,56,56,0.028571429,11.4,11.5,-1.49E-15,79.33333333,79.33333333
399,400,Dot,Rozycki,California,Zap-a-Pain,2,7,2,5,12,11,31,135,148,27,77,61,1.8,0.2,6.5,-4.142857143,94.33333333,79.83333333
400,401,Tymon,Chiese,California,Zap-a-Pain,2,17,15,17,4,2,8,107,116,26,47,6,-1.057142857,13.2,9.5,-8,79.66666667,51.66666667
401,402,Adeline,Hellier,New York,Zap-a-Pain,7,13,11,9,5,2,100,17,143,27,182,66,-1.457142857,12.93333333,7.833333333,5.971428571,68.26666667,89.16666667
402,403,Lane,Crut,California,Zap-a-Pain,20,17,0,5,15,10,82,179,3,128,24,154,-1.457142857,16.26666667,11.16666667,0.571428571,93,95
403,404,Alison,Chippin,Minnesota,Zap-a-Pain,17,17,17,15,12,12,140,47,101,38,16,171,-1.2,19.2,15,-0.028571429,85.6,85.5
404,405,Rita,Sherreard,Florida,Zap-a-Pain,3,3,8,13,7,13,64,196,52,156,21,64,1.914285714,1.133333333,7.833333333,-12.02857143,134.2666667,92.16666667
405,406,Veronique,Drewry,Louisiana,Zap-a-Pain,14,8,7,0,1,17,26,50,113,68,115,139,-0.371428571,9.133333333,7.833333333,20.42857143,13.66666667,85.16666667
406,407,Sheri,Batchellor,Virginia,Zap-a-Pain,10,8,2,7,0,20,58,125,171,122,136,160,0.885714286,4.733333333,7.833333333,14.11428571,79.26666667,128.6666667
407,408,Rosabella,Berthe,Ohio,Zap-a-Pain,10,17,8,0,3,3,175,159,158,166,186,108,-2.428571429,15.33333333,6.833333333,-7.028571429,183.2666667,158.6666667
408,409,Rea,Quartly,District of Columbia,Zap-a-Pain,20,12,4,4,12,9,26,78,123,88,164,55,-1.571428571,15.66666667,10.16666667,10.51428571,52.2,89
409,410,Roselia,Cuttelar,Washington,Zap-a-Pain,1,17,1,0,20,15,17,39,123,25,137,52,2.228571429,1.2,9,10.6,28.4,65.5
410,411,Filberte,Mordin,Texas,Zap-a-Pain,16,0,13,19,10,14,103,113,48,26,134,66,0.742857143,9.4,12,-4.114285714,96.06666667,81.66666667
411,412,Ethelda,Brandreth,Texas,Zap-a-Pain,1,14,2,18,7,6,164,31,164,139,27,141,0.571428571,6,8,-4.342857143,126.2,111
412,413,Hayward,Barclay,Virginia,Zap-a-Pain,5,0,5,1,15,9,97,75,120,52,154,74,1.742857143,-0.266666667,5.833333333,1.542857143,89.93333333,95.33333333
413,414,Regan,Poker,Arkansas,Zap-a-Pain,5,11,4,8,14,5,27,14,81,88,71,133,0.371428571,6.533333333,7.833333333,20.22857143,-1.8,69
414,415,Nanine,Monckman,Kentucky,Zap-a-Pain,13,16,5,11,5,0,168,137,196,47,94,92,-2.628571429,17.53333333,8.333333333,-18.8,188.1333333,122.3333333
415,416,Eugine,Simcock,Louisiana,Zap-a-Pain,1,18,16,11,3,15,94,80,116,128,25,37,0.571428571,8.666666667,10.66666667,-12.51428571,123.8,80
416,417,Vivie,Durrant,Indiana,Zap-a-Pain,16,3,11,6,18,15,102,84,98,19,66,71,1,8,11.5,-8.228571429,102.1333333,73.33333333
417,418,Allsun,Erb,Indiana,Zap-a-Pain,19,13,19,12,18,9,108,72,25,190,198,78,-1.2,19.2,15,11.22857143,72.53333333,111.8333333
418,419,Heddi,Liveing,Indiana,Zap-a-Pain,7,13,4,16,12,17,177,74,22,162,130,34,1.685714286,5.6,11.5,-11.62857143,140.5333333,99.83333333
419,420,Alix,Bitchener,Georgia,Zap-a-Pain,3,12,19,2,0,6,117,131,192,25,116,159,-1.085714286,10.8,7,-0.057142857,123.5333333,123.3333333
420,421,Justen,Dring,Texas,Zap-a-Pain,15,5,18,17,4,15,183,85,130,158,62,182,-0.114285714,12.73333333,12.33333333,-1.314285714,137.9333333,133.3333333
421,422,Calida,Devine,Tennessee,Zap-a-Pain,19,10,20,17,20,9,107,66,169,124,177,178,-0.657142857,18.13333333,15.83333333,18.37142857,72.53333333,136.8333333
422,423,Claudine,Kempstone,Utah,Zap-a-Pain,16,1,15,4,6,4,121,105,113,105,188,158,-1.6,13.26666667,7.666666667,12.17142857,89.06666667,131.6666667
423,424,Gary,Stilgoe,Florida,Zap-a-Pain,5,15,16,16,0,19,85,21,23,78,107,185,0.714285714,9.333333333,11.83333333,23.22857143,1.866666667,83.16666667
424,425,Faydra,Brimilcombe,California,Zap-a-Pain,14,5,13,8,2,2,83,72,142,152,35,161,-2.114285714,14.73333333,7.333333333,8.257142857,78.6,107.5
425,426,Britte,Braven,North Carolina,Zap-a-Pain,19,7,11,14,11,16,104,140,115,189,118,198,-1.86E-16,13,13,13.65714286,96.2,144
426,427,Harmony,Peltz,New York,Zap-a-Pain,7,3,11,18,15,8,130,189,20,189,36,92,1.371428571,5.533333333,10.33333333,-13.71428571,157.3333333,109.3333333
427,428,Nyssa,Taphouse,Florida,Zap-a-Pain,10,20,9,16,12,14,107,78,136,37,49,43,0.085714286,13.2,13.5,-14.45714286,125.6,75
428,429,Sybila,Pirkis,Georgia,Zap-a-Pain,1,15,1,11,4,17,133,22,36,12,17,49,1.628571429,2.466666667,8.166666667,-13.11428571,90.73333333,44.83333333
429,430,Geoffrey,D'Souza,California,Zap-a-Pain,0,2,1,15,16,10,116,130,38,83,184,183,3.028571429,-3.266666667,7.333333333,15.48571429,68.13333333,122.3333333
430,431,Arin,Schubert,Georgia,Zap-a-Pain,20,14,16,0,19,4,68,46,88,13,70,87,-2.314285714,20.26666667,12.16666667,2.628571429,52.8,62
431,432,Ketty,Breffitt,California,Zap-a-Pain,18,0,8,6,4,16,25,38,36,191,160,185,-3.72E-16,8.666666667,8.666666667,37.74285714,-26.26666667,105.8333333
432,433,Puff,Tatterton,Pennsylvania,Zap-a-Pain,11,10,12,3,3,20,70,186,48,180,176,89,0.428571429,8.333333333,9.833333333,5.628571429,105.1333333,124.8333333
433,434,Frank,Matitiaho,California,Zap-a-Pain,17,1,20,13,5,8,70,109,47,95,92,166,-1.142857143,14.66666667,10.66666667,13.62857143,48.8,96.5
434,435,Adria,Ayscough,Virginia,Zap-a-Pain,15,16,3,20,19,13,188,157,129,61,44,194,0.457142857,12.73333333,14.33333333,-10.77142857,166.5333333,128.8333333
435,436,Franny,Segeswoeth,Texas,Zap-a-Pain,11,9,6,13,7,7,11,111,88,68,35,135,-0.542857143,10.73333333,8.833333333,10.62857143,37.46666667,74.66666667
436,437,Bobby,Seebert,Nebraska,Zap-a-Pain,6,7,11,6,10,20,157,12,97,199,16,42,2.114285714,2.6,10,-13.17142857,133.2666667,87.16666667
437,438,Maighdiln,Conrath,New York,Zap-a-Pain,3,20,16,7,15,18,137,66,84,9,124,173,1.457142857,8.066666667,13.16666667,7.971428571,70.93333333,98.83333333
438,439,Bev,Merrell,Maryland,Zap-a-Pain,15,10,11,10,3,4,15,177,31,178,38,123,-2.2,16.53333333,8.833333333,7.714285714,66.66666667,93.66666667
439,440,Hamid,Bordiss,Texas,Zap-a-Pain,14,10,11,8,1,5,64,15,86,92,106,150,-2.142857143,15.66666667,8.166666667,20.25714286,14.6,85.5
440,441,Hoebart,Karran,Illinois,Zap-a-Pain,17,15,19,8,16,0,143,56,133,154,193,45,-2.657142857,21.8,12.5,-1.657142857,126.4666667,120.6666667
441,442,Glendon,Axe,Ohio,Zap-a-Pain,5,20,12,13,10,9,167,36,63,197,15,139,-0.257142857,12.4,11.5,-1.971428571,109.7333333,102.8333333
442,443,Keelia,Leethem,Arkansas,Zap-a-Pain,14,6,17,6,17,18,177,171,172,133,136,161,1.2,8.8,13,-6.4,180.7333333,158.3333333
443,444,Wandie,O' Liddy,Georgia,Zap-a-Pain,18,16,2,17,1,10,23,159,31,80,26,48,-2,17.66666667,10.66666667,-6.428571429,83.66666667,61.16666667
444,445,Barbaraanne,Juszczyk,Alaska,Zap-a-Pain,20,16,14,18,10,16,147,131,152,27,173,26,-0.971428571,19.06666667,15.66666667,-17.25714286,169.7333333,109.3333333
445,446,Ricardo,Spira,Virginia,Zap-a-Pain,19,6,4,4,0,10,132,129,175,16,130,154,-1.8,13.46666667,7.166666667,-1.314285714,127.2666667,122.6666667
446,447,Gigi,Ashburne,California,Zap-a-Pain,17,5,14,13,12,3,181,79,107,55,178,197,-1.428571429,15.66666667,10.66666667,9.285714286,100.3333333,132.8333333
447,448,Gothart,Skelton,Ohio,Zap-a-Pain,20,6,0,7,14,1,139,11,199,108,124,18,-1.828571429,14.4,8,-10.2,135.5333333,99.83333333
448,449,Garret,Grumble,California,Zap-a-Pain,16,17,12,17,3,11,25,157,190,32,18,100,-1.771428571,18.86666667,12.66666667,-5.714285714,107,87
449,450,Aveline,Muriel,Texas,Zap-a-Pain,17,19,19,8,18,16,77,137,132,67,54,172,-0.542857143,18.06666667,16.16666667,4.6,90.4,106.5
450,451,Rosabelle,Newlands,Alabama,Zap-a-Pain,15,15,11,9,19,20,174,18,143,22,141,27,1,11.33333333,14.83333333,-13.91428571,136.2,87.5
451,452,Giustina,Iwanicki,Colorado,Zap-a-Pain,5,7,19,6,10,4,93,195,115,135,11,61,-0.257142857,9.4,8.5,-19.77142857,170.8666667,101.6666667
452,453,Clim,Stanbury,Arizona,Zap-a-Pain,5,16,3,9,19,13,10,150,149,35,70,149,1.571428571,5.333333333,10.83333333,9.742857143,59.73333333,93.83333333
453,454,Cross,Lashbrook,Florida,Zap-a-Pain,0,5,13,12,11,15,44,78,84,186,67,110,2.628571429,0.133333333,9.333333333,11.4,54.93333333,94.83333333
454,455,Rochester,Catterson,Illinois,Zap-a-Pain,0,18,7,19,13,2,85,155,12,58,173,149,0.2,9.133333333,9.833333333,12,63.33333333,105.3333333
455,456,Vassily,Feaks,Wisconsin,Zap-a-Pain,4,4,0,17,0,14,177,173,20,76,97,173,1.571428571,1,6.5,-5.485714286,138.5333333,119.3333333
456,457,Tim,Lafond,District of Columbia,Zap-a-Pain,4,4,2,3,1,1,113,46,139,107,158,45,-0.657142857,4.8,2.5,-1.028571429,104.9333333,101.3333333
457,458,Cassandry,Houseago,Wisconsin,Zap-a-Pain,18,17,8,13,12,16,42,127,185,24,179,71,-0.571428571,16,14,4,90.66666667,104.6666667
458,459,Kendall,Rippin,New York,Zap-a-Pain,7,7,18,19,5,15,167,149,79,105,77,34,1,8.333333333,11.83333333,-24.42857143,187.3333333,101.8333333
459,460,Gaven,Trevillion,Colorado,Zap-a-Pain,18,7,5,12,14,6,104,170,128,80,194,65,-0.914285714,13.53333333,10.33333333,-4.885714286,140.6,123.5
460,461,Helaine,Thaim,Utah,Zap-a-Pain,9,12,18,16,14,10,38,127,23,119,169,103,0.257142857,12.26666667,13.16666667,15.62857143,41.8,96.5
461,462,Bambie,Harce,Virginia,Zap-a-Pain,3,13,9,18,0,18,74,200,196,134,77,95,1.285714286,5.666666667,10.16666667,-9.314285714,161.9333333,129.3333333
462,463,Willey,Goodbourn,Louisiana,Zap-a-Pain,1,18,8,1,2,3,186,46,108,16,116,103,-1.285714286,10,5.5,-8.485714286,125.5333333,95.83333333
463,464,Sloane,Hallworth,Virginia,Zap-a-Pain,19,17,13,18,3,4,47,106,68,174,115,29,-3.2,23.53333333,12.33333333,1.228571429,85.53333333,89.83333333
464,465,Ruprecht,Feragh,Ohio,Zap-a-Pain,11,12,18,12,20,8,23,15,118,127,41,98,0.085714286,13.2,13.5,13.2,24.13333333,70.33333333
465,466,Bernard,Lillee,Texas,Zap-a-Pain,11,1,13,2,2,16,194,35,146,166,141,41,0.485714286,5.8,7.5,-12.2,163.2,120.5
466,467,Sigismondo,Camber,North Dakota,Zap-a-Pain,1,19,12,1,11,16,69,48,20,196,12,107,1.142857143,6,10,7.371428571,49.53333333,75.33333333
467,468,Taddeo,McCullum,Connecticut,Zap-a-Pain,0,17,2,11,18,2,154,184,3,129,163,170,0.628571429,6.133333333,8.333333333,4.085714286,119.5333333,133.8333333
468,469,Onfroi,Rowbottom,Vermont,Zap-a-Pain,6,1,10,17,19,9,182,106,43,146,188,108,2.171428571,2.733333333,10.33333333,-0.6,130.9333333,128.8333333
469,470,Kordula,Meaden,Missouri,Zap-a-Pain,2,15,9,2,4,8,154,128,19,42,13,117,-0.285714286,7.666666667,6.666666667,-14.48571429,129.5333333,78.83333333
470,471,Erin,Jozef,Nevada,Zap-a-Pain,9,1,3,17,9,16,159,191,123,25,9,89,2.085714286,1.866666667,9.166666667,-28.4,198.7333333,99.33333333
471,472,Andras,Brewood,Michigan,Zap-a-Pain,13,10,14,19,10,6,144,74,147,104,161,142,-0.857142857,15,12,5.942857143,107.8666667,128.6666667
472,473,Brittney,Chastan,Texas,Zap-a-Pain,12,8,19,20,3,19,181,59,105,41,68,131,0.6,11.4,13.5,-8.2,126.2,97.5
473,474,Evered,Tofts,Ohio,Zap-a-Pain,15,4,4,2,13,4,85,77,19,114,178,126,-0.857142857,10,7,17.22857143,39.53333333,99.83333333
474,475,Dareen,Musla,Tennessee,Zap-a-Pain,10,19,17,15,16,18,58,164,131,83,164,136,0.828571429,12.93333333,15.83333333,9.771428571,88.46666667,122.6666667
475,476,Morgan,Gerald,North Carolina,Zap-a-Pain,6,17,19,8,12,8,154,23,24,74,185,100,-0.457142857,13.26666667,11.66666667,7.6,66.73333333,93.33333333
476,477,Ferguson,Savege,Alabama,Zap-a-Pain,2,10,13,17,2,7,108,135,159,21,136,74,0.142857143,8,8.5,-8.714285714,136,105.5
477,478,Phip,Wickenden,North Carolina,Zap-a-Pain,19,20,11,8,20,5,152,30,72,107,82,135,-2.085714286,21.13333333,13.83333333,3.028571429,85.73333333,96.33333333
478,479,Hillary,Novakovic,Nebraska,Zap-a-Pain,17,1,15,20,14,13,177,59,180,92,59,83,0.685714286,10.93333333,13.33333333,-15.94285714,164.1333333,108.3333333
479,480,Leif,Van den Oord,Virginia,Zap-a-Pain,0,3,19,4,0,18,107,134,130,23,116,193,1.885714286,0.733333333,7.333333333,7.685714286,90.26666667,117.1666667
480,481,Aaren,Polin,Massachusetts,Zap-a-Pain,6,16,0,1,10,1,10,178,110,55,112,156,-1.2,9.866666667,5.666666667,13.62857143,55.8,103.5
481,482,Ethelda,Roderighi,Arkansas,Zap-a-Pain,16,11,2,10,12,2,126,92,157,153,150,6,-1.685714286,14.73333333,8.833333333,-12.28571429,157,114
482,483,Euell,Skym,Indiana,Zap-a-Pain,13,5,17,9,13,8,76,151,174,56,35,160,-0.257142857,11.73333333,10.83333333,-1.314285714,113.2666667,108.6666667
483,484,Marina,MacGown,Texas,Zap-a-Pain,10,13,3,16,0,1,97,165,94,176,40,152,-2.028571429,14.26666667,7.166666667,-0.514285714,122.4666667,120.6666667
484,485,Barbara-anne,Goldby,Florida,Zap-a-Pain,17,20,0,2,13,12,26,170,148,66,125,74,-1.257142857,15.06666667,10.66666667,0.657142857,99.2,101.5
485,486,Livvy,Greg,Colorado,Zap-a-Pain,14,16,7,11,13,11,108,168,55,42,47,135,-0.571428571,14,12,-6.885714286,116.6,92.5
486,487,Amelina,Lawson,Washington,Zap-a-Pain,18,12,2,3,5,15,195,107,150,161,194,55,-1,12.66666667,9.166666667,-12.22857143,186.4666667,143.6666667
487,488,Pavel,Upsale,Arkansas,Zap-a-Pain,17,20,6,13,11,11,182,175,176,15,185,117,-1.428571429,18,13,-13.02857143,187.2666667,141.6666667
488,489,Allsun,Righy,District of Columbia,Zap-a-Pain,0,0,0,0,13,12,155,32,152,33,30,134,2.828571429,-5.733333333,4.166666667,-6.571428571,112.3333333,89.33333333
489,490,Foss,Boddis,Iowa,Zap-a-Pain,2,11,17,20,9,6,82,27,94,23,138,61,0.485714286,9.133333333,10.83333333,4.485714286,55.13333333,70.83333333
490,491,Wandie,Busst,Washington,Zap-a-Pain,19,12,9,13,19,13,62,32,72,73,28,44,-0.142857143,14.66666667,14.16666667,-2.885714286,61.93333333,51.83333333
491,492,Genevra,Simmonett,Alabama,Zap-a-Pain,2,4,10,6,12,1,166,155,38,49,170,95,0.428571429,4.333333333,5.833333333,-8.542857143,142.0666667,112.1666667
492,493,Tore,St Ledger,Indiana,Zap-a-Pain,10,2,1,13,4,13,107,38,81,98,140,195,0.942857143,3.866666667,7.166666667,21.8,33.53333333,109.8333333
493,494,Yancey,Packe,Texas,Zap-a-Pain,9,3,1,13,5,19,31,44,3,34,11,188,1.942857143,1.533333333,8.333333333,20.48571429,-19.86666667,51.83333333
494,495,Annissa,Quiney,Texas,Zap-a-Pain,4,11,14,13,8,7,9,158,169,16,88,137,0.142857143,9,9.5,7.914285714,68.46666667,96.16666667
495,496,Prent,McCahill,Georgia,Zap-a-Pain,0,14,9,18,18,17,139,108,184,121,147,144,3.028571429,2.066666667,12.66666667,2.257142857,132.6,140.5
496,497,Dur,de Clercq,Texas,Zap-a-Pain,4,3,11,19,9,0,136,187,20,112,137,47,0.171428571,7.066666667,7.666666667,-14.37142857,156.8,106.5
497,498,Angelica,Ferrierio,California,Zap-a-Pain,6,10,3,20,16,8,137,33,133,160,112,75,1.285714286,6,10.5,-1.314285714,112.9333333,108.3333333
498,499,Tedie,Kenrick,Missouri,Zap-a-Pain,4,5,11,15,14,19,191,43,13,85,71,192,3.028571429,0.733333333,11.33333333,4.6,83.06666667,99.16666667
